Title,lat,lng,Tags (Keywords),Features,Category,id
Bowen Pizza Company,49.31036,-123.082924,"friedpizza,chorizo,bowenisland,bluecheese,lonsdalequaymarket,northshore,pear,crust,slice,bite,vancouver,cheese great pizza,overwhelming pizza,really good pizza,great place,good way,best pizza combination,lot great choice,great service,great value,delicious crust,amazing food,far best place,most incredible way,delicious check,nice bite,amazing weather,sample fantastic salami,wonderful view,delicious treat,pepperoni excellent,","Takeout,Seating,ParkingAvailable,StreetParking,WheelchairAccessible,AcceptsMastercard,AcceptsVisa,FreeWifi,AcceptsDiscover,HighchairsAvailable","Pizza,Deli,Canadian,Italian,Breakfast,Lunch,Dinner,VeganOptions,VegetarianFriendly,GlutenFreeOptions",9219
Raglan's Bistro,49.31093,-123.07996,",great place,good food,great service food,great place twentysomethings,great food,good time,good service,great food salad,good drink,lunch good burger,awesome place,love place,popular place,great service,best poutine,delicious place,great restaurant,food awesome drink,good lunch spot,good shrimp,","OutdoorSeating,Seating,ServesAlcohol,Television,TableService","Canadian,American,Bar,Lunch,Dinner,Breakfast,",9223
Mean Poutine,49.27943,-123.12334,"poutine,southernbbq,fries,friedchicken,holeinthewall,quickservice,youtubechannel,granvillestreet,gravy,canada,curds,yum,salty,delish,joint,vegetarian,u nice,ranch added top,","Takeout,WheelchairAccessible","Canadian,Fastfood,Lunch,Dinner,",9229
Martini's Whole Wheat Pizza,49.26325,-123.10825,"pizza,hummus,consistentlydeliciousfood,fattugipa,ontap,broadway,beer,vegetarian,servers,restaurant excellent food,delicious food,tourist popular place,good dining experience,loved beer,great service,great too food,wonderful meal lastnight,probably best value,super fruity,sure nice touch,our bartender excellent,","Delivery,Takeout,Seating,Television,ServesAlcohol,FullBar,TableService,Reservations,WheelchairAccessible","Bar,Pizza,Canadian,Italian,Pub,Lunch,Dinner,After-hours,VegetarianFriendly",9230
Branas Grill,49.268555,-123.118645,"brunch,lamb,souvlaki,fries,burger,friedrice,sandwiches,casualplace,fridaynight,creek,false,sides,eatery,patrons,neighborhood,good place,great food,excellent service,great brunch experience,important information patron,more staff weekend,our best experience,popular spot,which nice service,","OutdoorSeating,Seating,TableService,Reservations,HighchairsAvailable,WheelchairAccessible,ServesAlcohol,FullBar,LiveMusic","Mediterranean,Lunch,Dinner,Brunch,After-hours,VeganOptions,VegetarianFriendly,GlutenFreeOptions",9233
New Amsterdam Cafe,49.28289,-123.11002,",great place,nice place,comfortable place,friendly stuffthey,wonderful customer service,best coffee,x love place,enjoyable part,better collection,cool one,very cheap price,","Seating,Takeout,WheelchairAccessible","Cafe,,",9234
Guu Garden,49.28005,-123.12531,"codcheeks,sashimi,tapas,fries,rice,izakaya,good variety choice,excellent cod cheek,full creative dish,miso soup excellent,fair bit,friendly staff,would love,fine establishment,many mouse,remarkably serene patio,","Reservations,OutdoorSeating,Seating,ServesAlcohol,WineandBeer,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,AcceptsDiscover,TableService","Japanese,Asian,Sushi,Dinner,Lunch,After-hours,VegetarianFriendly",9236
Gain Wah Restaurant,49.27944,-123.09909,"friedrice,chinesefood,vastmenu,authenticplace,dailyspecials,chinatown,dishes,cantonese,good chinese food,many restaurant,great authentic food,great experience,great value,too many dish,fortunately helpful staff,","Takeout,Seating,TableService,WheelchairAccessible,ServesAlcohol","Chinese,Asian,Lunch,Dinner,VegetarianFriendly",9250
On Yogurt,49.27642,-123.1151,",good stuff,cute atmosphere waffle,delicious cool atmosphere,many interesting combo,huge number option,available client time,friendly service,we full desert,","ParkingAvailable,StreetParking,AcceptsMastercard,AcceptsVisa,FreeWifi,AcceptsCreditCards,Takeout,OutdoorSeating,Seating,WheelchairAccessible","International,Healthy,Drinks,VegetarianFriendly",9251
The Fountainhead Pub,49.279606,-123.12984,",great food,friendly staff,great location,good friend,office nice staff,good vibe,special beer,vancover great place,enjoy meal,my favorite pub,","OutdoorSeating,Seating,Television,WheelchairAccessible,ServesAlcohol,FullBar,FreeWifi,TableService","Bar,Pub,Canadian,Dinner,Brunch,Lunch,After-hours,Drinks,",9252
Cafe by Tao,49.311962,-123.08106,"hampizza,vegan,raw,vancouver,regulars,patio,good food,food good time,healthy food,delicious food,beautiful food,food amazing presentation,full gmo food,vancouver great spot,such great option,great variety plant,great lady,good location,best thing,overall good vibe,north vancouver love,super juice detox,healthy nut,enjoy smoothy vegan,free street,free street parking,","OutdoorSeating,Seating,WheelchairAccessible,AcceptsMastercard,AcceptsVisa,Takeout,Delivery,StreetParking,ValidatedParking,HighchairsAvailable,ServesAlcohol,WineandBeer,DigitalPayments,FreeWifi,AcceptsCreditCards","Cafe,Healthy,Canadian,Soups,Lunch,Dinner,Drinks,Breakfast,Brunch,VegetarianFriendly,VeganOptions",9253
Corduroy Pie Company,49.256893,-123.12132,"lambsausage,pizza,oystermushrooms,takeout,dough,toppings,beer,great pizza,top pizza,many pizza,love pizza,excellent don t,great menu,more review staff,really friendly staff,really good meal,","Takeout,ServesAlcohol,Seating,WheelchairAccessible","Pizza,Canadian,Dinner,Lunch,VegetarianFriendly",9257
Damso Modern Korean Cuisine,49.290596,-123.13688,"porkbelly,bibimbap,cheesecake,tofu,soups,meat,denman,crispy,fine restaurant,fantastic meal,happy hour,super tender,top meat,rich soicy,quite honest place,","Takeout,Seating,ServesAlcohol,TableService,Reservations","Asian,Korean,Lunch,Dinner,",9261
Marble Slab Creamery,49.28748,-123.14148,",free day,free offer,warm summer day,polite friendly staff,good excuse,my free one,good selection,soon more people,your sweet tooth,her kind revelation,great ice cream,ice cream delicious,many topping choose,many delicious flavour,great treat,good fore,many variety,many flavor,free sample,top quality ingredient,","Takeout,Reservations,Seating",",,",9263
49th Parallel,49.285984,-123.12267,",amazing coffee,mild coffee flavor,nice place,great food,special trying avoid,many seating option,delicious made order,lucky donut,","Takeout,Seating,WheelchairAccessible","Cafe,American,Canadian,Breakfast,VegetarianFriendly,VeganOptions",9287
eight 1/2 restaurant lounge,49.263844,-123.10164,",,","Reservations,Seating,Television,TableService,Takeout,ServesAlcohol","Bar,American,Pub,Canadian,Lunch,Dinner,After-hours,GlutenFreeOptions,VegetarianFriendly",9296
Bellaggio Wine Bar,49.288555,-123.11489,",great view,good location,port area great,good impression,great lunch,pan pacific great,goodness spectacular location,friendly attentive staff,friendly staff,beautiful day,service good,excellent example,service excellent,interesting cafe,delicious lasagne,our wonderful waiter,their famous dish,","Reservations,OutdoorSeating,Seating,ServesAlcohol,TableService","Italian,WineBar,Lunch,Dinner,Breakfast,VegetarianFriendly",9297
Elysian Coffee Roasters,49.280003,-123.12779,"scones,lookeddelicious,excellentcoffee,elysium,latte,good selection coffee,great coffee bar,great place,good sign,nice day,excellent latte,very friendly place,sweet bit,their baked good,","Seating,WheelchairAccessible,Takeout","Cafe,Breakfast,VegetarianFriendly,VeganOptions",9298
Yuwa Japanese Cuisine,49.25794,-123.16786,"sashimiselection,ducksalad,fiddleheads,sablefish,bluefintuna,nigiri,fries,sakelist,excellentcuisine,sushibar,streetparking,saki,cubes,hibachi,miso,presentation,savory,amazing food yuwa,house special sushi,amazing worth price,many return visit,better experience,many thing,sweet dashi broth,excellent option wine,fine dining environment,very good meal,more sansho,kind miss,nice pace,fairly substantial plate,very fresh space,simply exceptional item,amazingly tender kamasu,what great team,pleasantly plated wish,","Reservations,Seating,AcceptsCreditCards,TableService","Japanese,Sushi,Asian,Seafood,Dinner,",9302
The Italians - Davie Village,49.28162,-123.13372,"freshpasta,lasagna,charcuterieboard,shrimp,salad,italianfoodlovers,recommendedbyafriend,ourwaiter,lastnight,bute,chef,dane,appetizers,butter,cheese,,","Reservations,Seating,ServesAlcohol,TableService,OutdoorSeating","Italian,Dinner,VegetarianFriendly",9304
Shamrock Alley,49.287495,-123.14139,"fishandchips,irishpub,stanleypark,serving,slice,beers,great location,great selection beer,happy hour,happy hour deal,great walk,block great choice,great lasagne homemade,nice pub,quick drink,delicious place,sure table,staff friendly barman,very comfortable pub,","OutdoorSeating,Seating,Television,ServesAlcohol,FullBar,TableService,LiveMusic","Irish,Bar,Pub,Lunch,Dinner,",9305
Dosa and Curry,49.28158,-123.133095,"dosa,curry,rice,beef,daviest,recommendthisrestaurant,greatfood,davies,chef,beer,portions,flavor,delicious meal chef,great staff,many indian place,more rice,city meal light,great dinner,picture special rice,good recommendation,good stuff,delicious eggplant dish,full flavor,extraordinary welcome,mild lol,very good value,too beef kind,","Takeout,Reservations,Seating,TableService,Delivery","Indian,Dinner,Lunch,VegetarianFriendly,VeganOptions",9306
The Refinery Event Space,49.27815,-123.12529,",great staff,friendly staff,great crunch poke,great salty,excellent experience place,amazing service,quick bite restaurant,exceptional care u,more spot,texture superb,","Seating,StreetParking,ServesAlcohol,FullBar,AcceptsAmericanExpress,AcceptsMastercard,AcceptsVisa,FreeWifi,Reservations,TableService,AcceptsCreditCards","Italian,Mediterranean,Dinner,",9309
Super Hiro's,49.26412,-123.164345,",super hiro,excellent food,best fresh produce,great place,top grade sushi,friendly staff,hiro great charisma,friendly hand,omakase win place,special attention,friendly mannerism,memorable meal,exquisite meal,enough good thing,charming chef,top notch,great charisma,latest treasure,his attentive staff,these amazing people,","Reservations,Seating,WheelchairAccessible,TableService,ServesAlcohol,FreeWifi,AcceptsCreditCards","Japanese,Seafood,Fusion,Healthy,JapaneseFusion,Dinner,Lunch,Drinks,VegetarianFriendly",9312
Slickity Jim's,49.254078,-123.10101,"brunch,prosciutto,eclecticdecor,veganoptions,greatcoffee,great service,free voucher breakfast,huge portioned breakfast,delicious food,good first time,interesting name,interesting decor,rainy cool morning,very fun food,","Takeout,Seating,ServesAlcohol,TableService,FullBar","Canadian,American,Cafe,Breakfast,Lunch,Brunch,Dinner,Drinks,VegetarianFriendly,VeganOptions,GlutenFreeOptions",9314
Sushi Mugen,49.27861,-123.12841,"sashimi,davies,umami,presentation,server,best japanese food,good food,best sushi,such great experience,great experience,great review place,clean great atmosphere,great find gem,many customer attention,interesting wood sculpture,room light,happy hour,more nice atmosphere,beautifully true artwork,","TableService,Seating","Japanese,Sushi,Asian,Seafood,Fusion,Lunch,Dinner,",9316
Roxy Burger,49.28003,-123.12165,"burger,shepherdspie,vogue,beer,booth,good service,good portion,best hamburger,awesome music,awesome restaurant,extremely friendly staff,her excellent experience,","Seating,Television,ServesAlcohol,FullBar,TableService,Takeout","American,Bar,Canadian,Pub,Lunch,Dinner,",9319
Rice and Noodle,49.286335,-123.12787,"thaigreencurry,laksa,chowmein,springrolls,noodles,thaifood,soup,beef,robson,spicy,order,portions,dish,great asian food,best great service,service quick food,most place,free stuff,","Takeout,Seating,WheelchairAccessible","Asian,Lunch,Dinner,VegetarianFriendly,VeganOptions",9323
Thai Away Home,49.27833,-123.1245,"lunch,yellowcurry,thaifood,veggies,granville,good lunch,good dressing,clean thai place,pinch nice family,nice serving,great service,lovely sauce,great rice,better value,super nice folk,","Takeout,Seating,WheelchairAccessible,TableService,Delivery,Reservations,ServesAlcohol","Asian,Thai,Lunch,Dinner,VegetarianFriendly,VeganOptions",9326
Zakkushi Charcoal Grill Diner Denman,49.291115,-123.13599,",good service premium,group excellent food,excellent izakaya restaurant,great rice bowl,able sample dining,zakkushis love,top rating,really enjoyable bacon,","Seating,ServesAlcohol,Delivery,Takeout,Reservations,StreetParking,WineandBeer,DigitalPayments,FreeWifi,AcceptsCreditCards,TableService,Non-smokingrestaurants","Japanese,Barbecue,Asian,Seafood,Grill,Dinner,After-hours,Drinks,",9331
Honolulu Coffee Nelson,49.280323,-123.12468,"breakfastsandwich,scones,lovehawaii,greatcoffee,latte,bitter,cream,great coffee,good coffee,quick bite place,great flavor,quick bite,shop nice clean,good service,bright decoration,easy spot,very friendly staff,also great venue,love hawaii,more wanted stop,","Seating,ParkingAvailable,ValidatedParking,FreeWifi,Takeout,WheelchairAccessible,ServesAlcohol,DigitalPayments","Cafe,Bar,Pub,Breakfast,Drinks,",9333
Birds and the Beets,49.283543,-123.10292,",cor friendly staff,great deal,interesting location,they amazing reason,really awesome spot,","Takeout,Seating,WheelchairAccessible","Cafe,Canadian,Breakfast,Lunch,Brunch,VegetarianFriendly,VeganOptions",9336
Breaking Bean,49.291214,-123.12951,",great coffee,great place,great cop coffee,excellent coffee service,nice day,t many seat,delicious price,","Seating,Takeout,WheelchairAccessible","Cafe,Canadian,Breakfast,Brunch,",9338
La Taqueria Pinche Taco Shop,49.2829,-123.11059,",people good people,good selection,good thing,good friend,good price,delicious food,amazing food choice,real cool place,original lengua taco,kid fantastic taco,great idea,cuisine proud nation,worthy beef,huge chunk,important friend,authentic soda,your creative botch,",,",,",9343
Anatolia Express,49.28956,-123.11501,"pide,canadaplace,smallplace,pricesareveryreasonable,holeinthewall,good price piece,great food,great price,adequate food,great job guy,delicious meat pide,dazzling view,ok quality,one best view,mostly takeaway price,","Seating,WheelchairAccessible,TableService","Turkish,Mediterranean,MiddleEastern,Lunch,Dinner,VegetarianFriendly,Halal",9348
Pink Pearl,49.280724,-123.08021,"dimsum,dumplings,hargow,stickyrice,shuimai,spareribs,bbqpork,cakes,chickenfeet,hastingsstreet,carts,dishes,good food,great food,bao best,great restaurant,price free parking,many time,many more item,free parking,comfortable restaurant,nice dose nostalgia,able order,","Takeout,Reservations,Seating,ParkingAvailable,WheelchairAccessible,ServesAlcohol,FullBar,TableService","Chinese,Asian,Lunch,Dinner,VegetarianFriendly",9349
Lin Chinese Cuisine,49.26338,-123.14531,",best cantonese food,good chinese option,best part,ultra sweet ketchup,more menu bit,delicious beef,clean plate,three kind dumpling,absolutely huge portion,overall delicious,extremely rich broth,","Takeout,Seating,ServesAlcohol,TableService,Reservations","Chinese,Lunch,Dinner,VegetarianFriendly",9353
Marutama Ramen Central Library,49.278625,-123.11558,"creamychicken,ramen,tamago,softboiledegg,smallplace,downtownvancouver,consistency,mild,robson,many ramen,mild tamago ramen,nice rich ramen,must good spot,fair amount time,creamy delicious,very special ramen,great flavour card,quick offer,very fair price,","Seating,TableService","Japanese,Asian,Soups,Lunch,Dinner,",9362
Saku,49.291252,-123.13503,"tonkatsu,cabbagesalad,curry,pork,fries,hirekatsu,unlimitedrice,worththewait,rosu,tonjiru,broadway,eatery,servers,order,best pork katsu,kind katsu,loved food,fabulous server,full control quality,well best tonkatsu,their dish enjoy,","Seating,AcceptsCreditCards,TableService","Japanese,Asian,Lunch,Dinner,",9363
